ITEM,SID,EID
IRA,737261,2
CKING,737312,1
CKING,737312,2
CKING,737358,1
SVG,737358,2
ATM,737358,3
HMEQLC,737358,4
HMEQLC,737358,5
CKING,737369,1
MMDA,737369,2
CD,737369,3
IRA,737369,4
IRA,737369,5
CKING,737377,1
SVG,737377,2
ATM,737377,3
HMEQLC,737377,4
HMEQLC,737377,5
CKING,737495,1
MMDA,737495,2
SVG,737495,3
CCRD,737495,4
HMEQLC,737495,5
AUTO,737495,6
CKCRD,737495,7
CKCRD,737495,8
CKING,737501,1
SVG,737501,2
CD,737501,3
CD,737501,4
CKING,737560,1
SVG,737560,2
ATM,737560,3
CCRD,737560,4
CCRD,737560,5
CKING,737568,1
SVG,737568,2
ATM,737568,3
MTG,737568,4
MTG,737568,5
CKING,737633,1
SVG,737633,2
CD,737633,3
CD,737633,4
CKING,737710,1
MMDA,737710,2
SVG,737710,3
CCRD,737710,4
HMEQLC,737710,5
MTG,737710,6
TRUST,737710,7
CKCRD,737710,8
CKCRD,737710,9
CKING,737773,1
MMDA,737773,2
SVG,737773,3
CD,737773,4
CCRD,737773,5
HMEQLC,737773,6
CKCRD,737773,7
CKCRD,737773,8
CKING,737797,1
SVG,737797,2
ATM,737797,3
ATM,737797,4
MMDA,737901,1
MMDA,737901,2
CKING,737948,1
SVG,737948,2
SVG,737948,3
CKING,737954,1
SVG,737954,2
CD,737954,3
ATM,737954,4
CCRD,737954,5
HMEQLC,737954,6
HMEQLC,737954,7
CKING,737980,1
CD,737980,2
TRUST,737980,3
TRUST,737980,4
ATM,738097,1
CCRD,738097,2
AUTO,738097,3
AUTO,738097,4
CKING,738222,1
SVG,738222,2
ATM,738222,3
ATM,738222,4
CKING,738239,1
ATM,738239,2
ATM,738239,3
CKING,738354,1
CKING,738354,2
CKING,738398,1
MMDA,738398,2
CD,738398,3
IRA,738398,4
IRA,738398,5
CKING,738542,1
SVG,738542,2
CD,738542,3
IRA,738542,4
HMEQLC,738542,5
TRUST,738542,6
PLOAN,738542,7
PLOAN,738542,8
CKING,738646,1
CCRD,738646,2
CCRD,738646,3
CKING,738652,1
SVG,738652,2
CD,738652,3
ATM,738652,4
ATM,738652,5
CKING,738675,1
SVG,738675,2
ATM,738675,3
ATM,738675,4
CKING,738764,1
SVG,738764,2
CCRD,738764,3
CKCRD,738764,4
CKCRD,738764,5
CKING,738803,1
MMDA,738803,2
TRUST,738803,3
TRUST,738803,4
CKING,738845,1
SVG,738845,2
ATM,738845,3
HMEQLC,738845,4
HMEQLC,738845,5
CKING,738927,1
SVG,738927,2
SVG,738927,3
CKING,738968,1
ATM,738968,2
ATM,738968,3
SVG,739040,1
ATM,739040,2
ATM,739040,3
CD,739068,1
CD,739068,2
CKING,739096,1
MMDA,739096,2
CD,739096,3
CCRD,739096,4
MTG,739096,5
MTG,739096,6
CKING,739124,1
SVG,739124,2
SVG,739124,3
CKING,739132,1
ATM,739132,2
ATM,739132,3
CKING,739159,1
SVG,739159,2
CCRD,739159,3
CCRD,739159,4
CKING,739281,1
SVG,739281,2
ATM,739281,3
ATM,739281,4
CKING,739488,1
MMDA,739488,2
SVG,739488,3
SVG,739488,4
SVG,739506,1
SVG,739506,2
CKING,739525,1
SVG,739525,2
SVG,739525,3
CKING,739669,1
SVG,739669,2
IRA,739669,3
IRA,739669,4
CKING,739672,1
SVG,739672,2
ATM,739672,3
CCRD,739672,4
CCRD,739672,5
CKING,739701,1
SVG,739701,2
ATM,739701,3
HMEQLC,739701,4
AUTO,739701,5
AUTO,739701,6
IRA,739725,1
MTG,739725,2
MTG,739725,3
CKING,739801,1
SVG,739801,2
ATM,739801,3
MTG,739801,4
MTG,739801,5
CKING,739831,1
SVG,739831,2
CD,739831,3
ATM,739831,4
ATM,739831,5
CKING,739899,1
MMDA,739899,2
SVG,739899,3
CCRD,739899,4
HMEQLC,739899,5
TRUST,739899,6
AUTO,739899,7
CKCRD,739899,8
CKCRD,739899,9
CKING,739944,1
MMDA,739944,2
SVG,739944,3
ATM,739944,4
ATM,739944,5
CKING,740010,1
SVG,740010,2
SVG,740010,3
CKING,740057,1
SVG,740057,2
SVG,740057,3
SVG,740067,1
SVG,740067,2
CKING,740081,1
SVG,740081,2
ATM,740081,3
AUTO,740081,4
AUTO,740081,5
ATM,740319,1
ATM,740319,2
CKING,740360,1
SVG,740360,2
CD,740360,3
ATM,740360,4
AUTO,740360,5
AUTO,740360,6
CKING,740375,1
MMDA,740375,2
SVG,740375,3
CKCRD,740375,4
CKCRD,740375,5
CKING,740415,1
CD,740415,2
ATM,740415,3
ATM,740415,4
CKING,740430,1
SVG,740430,2
ATM,740430,3
AUTO,740430,4
AUTO,740430,5
CKING,740436,1
MMDA,740436,2
SVG,740436,3
CD,740436,4
ATM,740436,5
ATM,740436,6
CD,740464,1
CD,740464,2
CKING,740498,1
SVG,740498,2
ATM,740498,3
ATM,740498,4
CKING,740788,1
MMDA,740788,2
SVG,740788,3
SVG,740788,4
CKING,740819,1
MMDA,740819,2
CD,740819,3
CD,740819,4
CKING,740851,1
SVG,740851,2
SVG,740851,3
CKING,740889,1
MMDA,740889,2
SVG,740889,3
CD,740889,4
IRA,740889,5
CCRD,740889,6
TRUST,740889,7
CKCRD,740889,8
CKCRD,740889,9
CKING,740890,1
SVG,740890,2
ATM,740890,3
HMEQLC,740890,4
HMEQLC,740890,5
SVG,740925,1
CD,740925,2
CD,740925,3
CKING,740962,1
MMDA,740962,2
MMDA,740962,3
CKING,740980,1
CKING,740980,2
CKING,741021,1
SVG,741021,2
CKCRD,741021,3
CKCRD,741021,4
CKING,741055,1
MMDA,741055,2
MMDA,741055,3
CKING,741085,1
SVG,741085,2
ATM,741085,3
ATM,741085,4
CKING,741173,1
CD,741173,2
CD,741173,3
CKING,741246,1
CD,741246,2
TRUST,741246,3
TRUST,741246,4
CKING,741288,1
SVG,741288,2
ATM,741288,3
HMEQLC,741288,4
HMEQLC,741288,5
CKING,741323,1
SVG,741323,2
SVG,741323,3
CKING,741385,1
MMDA,741385,2
SVG,741385,3
ATM,741385,4
CCRD,741385,5
HMEQLC,741385,6
PLOAN,741385,7
AUTO,741385,8
AUTO,741385,9
CKING,741444,1
SVG,741444,2
ATM,741444,3
HMEQLC,741444,4
HMEQLC,741444,5
CKING,741459,1
CD,741459,2
CD,741459,3
CKING,741462,1
ATM,741462,2
AUTO,741462,3
AUTO,741462,4
CKING,741566,1
ATM,741566,2
ATM,741566,3
SVG,741571,1
SVG,741571,2
CKING,741612,1
SVG,741612,2
CD,741612,3
IRA,741612,4
IRA,741612,5
CKING,741637,1
SVG,741637,2
SVG,741637,3
CKING,741806,1
SVG,741806,2
ATM,741806,3
ATM,741806,4
CKING,741844,1
CCRD,741844,2
CCRD,741844,3
SVG,741874,1
SVG,741874,2
CKING,742011,1
CKING,742011,2
CKING,742078,1
MMDA,742078,2
CD,742078,3
IRA,742078,4
IRA,742078,5
SVG,742103,1
SVG,742103,2
CKING,742253,1
MMDA,742253,2
CCRD,742253,3
CCRD,742253,4
SVG,742269,1
SVG,742269,2
SVG,742489,1
SVG,742489,2
CKING,742497,1
SVG,742497,2
ATM,742497,3
HMEQLC,742497,4
HMEQLC,742497,5
CKING,742530,1
SVG,742530,2
IRA,742530,3
IRA,742530,4
CKING,742552,1
SVG,742552,2
ATM,742552,3
ATM,742552,4
CKING,742608,1
SVG,742608,2
CD,742608,3
IRA,742608,4
CCRD,742608,5
TRUST,742608,6
TRUST,742608,7
SVG,742650,1
CD,742650,2
ATM,742650,3
TRUST,742650,4
AUTO,742650,5
AUTO,742650,6
CKING,742781,1
SVG,742781,2
HMEQLC,742781,3
CKCRD,742781,4
CKCRD,742781,5
CKING,742890,1
PLOAN,742890,2
AUTO,742890,3
CKCRD,742890,4
CKCRD,742890,5
CKING,742956,1
SVG,742956,2
ATM,742956,3
CCRD,742956,4
HMEQLC,742956,5
HMEQLC,742956,6
CKING,742960,1
AUTO,742960,2
AUTO,742960,3
ATM,742976,1
ATM,742976,2
CKING,743092,1
SVG,743092,2
ATM,743092,3
ATM,743092,4
CKING,743094,1
SVG,743094,2
ATM,743094,3
CCRD,743094,4
MTG,743094,5
MTG,743094,6
CKING,743158,1
SVG,743158,2
SVG,743158,3
CKING,743195,1
SVG,743195,2
ATM,743195,3
HMEQLC,743195,4
HMEQLC,743195,5
CKING,743230,1
SVG,743230,2
CD,743230,3
CD,743230,4
CKING,743251,1
CKING,743251,2
CKING,743393,1
SVG,743393,2
ATM,743393,3
ATM,743393,4
CKING,743395,1
SVG,743395,2
ATM,743395,3
HMEQLC,743395,4
AUTO,743395,5
AUTO,743395,6
CKING,743619,1
SVG,743619,2
CD,743619,3
CD,743619,4
CKING,743709,1
SVG,743709,2
ATM,743709,3
ATM,743709,4
CKING,743727,1
SVG,743727,2
CD,743727,3
ATM,743727,4
ATM,743727,5
CKING,743856,1
ATM,743856,2
HMEQLC,743856,3
MTG,743856,4
MTG,743856,5
CKING,744014,1
ATM,744014,2
PLOAN,744014,3
PLOAN,744014,4
CKING,744307,1
CKING,744307,2
CKING,744325,1
CKING,744325,2
IRA,744331,1
IRA,744331,2
CKING,744357,1
SVG,744357,2
AUTO,744357,3
AUTO,744357,4
CKING,744477,1
MMDA,744477,2
ATM,744477,3
MTG,744477,4
TRUST,744477,5
TRUST,744477,6
CKING,744490,1
SVG,744490,2
CKCRD,744490,3
CKCRD,744490,4
CKING,744514,1
MMDA,744514,2
SVG,744514,3
CD,744514,4
IRA,744514,5
CCRD,744514,6
TRUST,744514,7
CKCRD,744514,8
CKCRD,744514,9
CKING,744589,1
ATM,744589,2
ATM,744589,3
CKING,744610,1
CKING,744610,2
CKING,744666,1
CKING,744666,2
CKING,744727,1
MMDA,744727,2
CKCRD,744727,3
CKCRD,744727,4
CKING,744732,1
SVG,744732,2
ATM,744732,3
AUTO,744732,4
AUTO,744732,5
CKING,744793,1
SVG,744793,2
CD,744793,3
ATM,744793,4
CCRD,744793,5
HMEQLC,744793,6
HMEQLC,744793,7
CKING,744804,1
ATM,744804,2
ATM,744804,3
CKING,745003,1
ATM,745003,2
ATM,745003,3
CKING,745028,1
MMDA,745028,2
SVG,745028,3
SVG,745028,4
CKING,745031,1
SVG,745031,2
MTG,745031,3
MTG,745031,4
MMDA,745114,1
MMDA,745114,2
CKING,745203,1
MTG,745203,2
CKCRD,745203,3
CKCRD,745203,4
CKING,745332,1
SVG,745332,2
HMEQLC,745332,3
AUTO,745332,4
CKCRD,745332,5
CKCRD,745332,6
CKING,745502,1
SVG,745502,2
PLOAN,745502,3
PLOAN,745502,4
ATM,745535,1
ATM,745535,2
CKING,745553,1
SVG,745553,2
CD,745553,3
ATM,745553,4
AUTO,745553,5
AUTO,745553,6
CKING,745563,1
SVG,745563,2
ATM,745563,3
ATM,745563,4
CKING,745634,1
SVG,745634,2
ATM,745634,3
HMEQLC,745634,4
AUTO,745634,5
AUTO,745634,6
CKING,745640,1
CCRD,745640,2
AUTO,745640,3
AUTO,745640,4
CKING,745821,1
SVG,745821,2
ATM,745821,3
ATM,745821,4
CKING,746074,1
MMDA,746074,2
TRUST,746074,3
TRUST,746074,4
CKING,746148,1
CCRD,746148,2
CKCRD,746148,3
CKCRD,746148,4
CKING,746198,1
MMDA,746198,2
SVG,746198,3
SVG,746198,4
CKING,746215,1
SVG,746215,2
CD,746215,3
IRA,746215,4
IRA,746215,5
CKING,746229,1
CD,746229,2
ATM,746229,3
ATM,746229,4
CD,746345,1
CD,746345,2
CKING,746382,1
MMDA,746382,2
SVG,746382,3
CD,746382,4
TRUST,746382,5
TRUST,746382,6
CKING,746542,1
CD,746542,2
ATM,746542,3
ATM,746542,4
CKING,746626,1
MMDA,746626,2
SVG,746626,3
CD,746626,4
IRA,746626,5
ATM,746626,6
MTG,746626,7
AUTO,746626,8
AUTO,746626,9
SVG,746630,1
SVG,746630,2
CKING,746659,1
ATM,746659,2
ATM,746659,3
CKING,746676,1
SVG,746676,2
SVG,746676,3
ATM,746686,1
ATM,746686,2
CKING,746705,1
MMDA,746705,2
MMDA,746705,3
CKING,746748,1
SVG,746748,2
SVG,746748,3
CKING,746846,1
SVG,746846,2
SVG,746846,3
CKING,746852,1
SVG,746852,2
CD,746852,3
ATM,746852,4
TRUST,746852,5
TRUST,746852,6
CKING,746869,1
SVG,746869,2
ATM,746869,3
HMEQLC,746869,4
HMEQLC,746869,5
SVG,746944,1
SVG,746944,2
CKING,747002,1
ATM,747002,2
ATM,747002,3
CKING,747008,1
SVG,747008,2
CD,747008,3
CD,747008,4
CD,747011,1
CD,747011,2
CKING,747194,1
CKING,747194,2
CKING,747210,1
MMDA,747210,2
CD,747210,3
HMEQLC,747210,4
HMEQLC,747210,5
CKING,747516,1
SVG,747516,2
SVG,747516,3
CKING,747558,1
SVG,747558,2
HMEQLC,747558,3
HMEQLC,747558,4
CKING,747579,1
CKCRD,747579,2
CKCRD,747579,3
CKING,747628,1
SVG,747628,2
CCRD,747628,3
AUTO,747628,4
CKCRD,747628,5
CKCRD,747628,6
SVG,747800,1
CD,747800,2
CD,747800,3
CKING,747805,1
ATM,747805,2
ATM,747805,3
MMDA,747807,1
CD,747807,2
CD,747807,3
CKING,747841,1
ATM,747841,2
ATM,747841,3
CKING,747853,1
SVG,747853,2
SVG,747853,3
CKING,747951,1
MMDA,747951,2
CD,747951,3
IRA,747951,4
IRA,747951,5
CKING,748150,1
SVG,748150,2
CD,748150,3
CD,748150,4
CKING,748161,1
SVG,748161,2
ATM,748161,3
HMEQLC,748161,4
HMEQLC,748161,5
CKING,748256,1
SVG,748256,2
SVG,748256,3
CKING,748298,1
CD,748298,2
CD,748298,3
CKING,748365,1
MMDA,748365,2
ATM,748365,3
HMEQLC,748365,4
HMEQLC,748365,5
CKING,748594,1
CKING,748594,2
CKING,748626,1
MMDA,748626,2
SVG,748626,3
ATM,748626,4
HMEQLC,748626,5
TRUST,748626,6
TRUST,748626,7
CKING,748751,1
CKING,748751,2
CKING,748753,1
MMDA,748753,2
SVG,748753,3
CCRD,748753,4
HMEQLC,748753,5
PLOAN,748753,6
PLOAN,748753,7
CKING,748768,1
SVG,748768,2
CD,748768,3
ATM,748768,4
ATM,748768,5
CKING,748803,1
MMDA,748803,2
HMEQLC,748803,3
HMEQLC,748803,4
CKING,748847,1
SVG,748847,2
HMEQLC,748847,3
MTG,748847,4
MTG,748847,5
CKING,748867,1
SVG,748867,2
SVG,748867,3
CKING,748959,1
SVG,748959,2
CD,748959,3
CD,748959,4
CKING,749014,1
SVG,749014,2
ATM,749014,3
CCRD,749014,4
CCRD,749014,5
SVG,749015,1
CD,749015,2
CD,749015,3
CKING,749033,1
SVG,749033,2
IRA,749033,3
ATM,749033,4
CCRD,749033,5
MTG,749033,6
AUTO,749033,7
AUTO,749033,8
CKING,749055,1
CD,749055,2
CD,749055,3
CKING,749158,1
MMDA,749158,2
SVG,749158,3
CD,749158,4
HMEQLC,749158,5
HMEQLC,749158,6
CKING,749300,1
CKING,749300,2
CKING,749328,1
SVG,749328,2
ATM,749328,3
CCRD,749328,4
CCRD,749328,5
CKING,749384,1
MMDA,749384,2
SVG,749384,3
TRUST,749384,4
TRUST,749384,5
CKING,749424,1
CD,749424,2
ATM,749424,3
ATM,749424,4
CKING,749469,1
SVG,749469,2
ATM,749469,3
ATM,749469,4
CKING,749496,1
SVG,749496,2
CKCRD,749496,3
CKCRD,749496,4
CKING,749607,1
SVG,749607,2
ATM,749607,3
HMEQLC,749607,4
HMEQLC,749607,5
CKING,749643,1
HMEQLC,749643,2
HMEQLC,749643,3
CKING,749713,1
MMDA,749713,2
SVG,749713,3
IRA,749713,4
CCRD,749713,5
CKCRD,749713,6
CKCRD,749713,7
CKING,749773,1
SVG,749773,2
SVG,749773,3
CKING,749805,1
CD,749805,2
AUTO,749805,3
AUTO,749805,4
CKING,749980,1
IRA,749980,2
IRA,749980,3
CKING,750000,1
SVG,750000,2
CKCRD,750000,3
CKCRD,750000,4
CKING,750047,1
ATM,750047,2
HMEQLC,750047,3
HMEQLC,750047,4
CKING,750139,1
SVG,750139,2
CD,750139,3
IRA,750139,4
ATM,750139,5
ATM,750139,6
CKING,750201,1
SVG,750201,2
AUTO,750201,3
AUTO,750201,4
CKING,750217,1
CD,750217,2
CCRD,750217,3
MTG,750217,4
MTG,750217,5
CKING,750262,1
CKING,750262,2
CKING,750311,1
MMDA,750311,2
SVG,750311,3
ATM,750311,4
HMEQLC,750311,5
AUTO,750311,6
AUTO,750311,7
CKING,750430,1
SVG,750430,2
ATM,750430,3
HMEQLC,750430,4
HMEQLC,750430,5
CKING,750533,1
CKING,750533,2
CKING,750574,1
SVG,750574,2
CCRD,750574,3
CCRD,750574,4
CKING,750683,1
SVG,750683,2
ATM,750683,3
AUTO,750683,4
AUTO,750683,5
CKING,750702,1
SVG,750702,2
CD,750702,3
CCRD,750702,4
CCRD,750702,5
CKING,750742,1
MMDA,750742,2
CD,750742,3
IRA,750742,4
ATM,750742,5
CCRD,750742,6
TRUST,750742,7
TRUST,750742,8
CKING,750850,1
CCRD,750850,2
CKCRD,750850,3
CKCRD,750850,4
CKING,750904,1
SVG,750904,2
ATM,750904,3
CCRD,750904,4
HMEQLC,750904,5
HMEQLC,750904,6
CKING,750915,1
ATM,750915,2
ATM,750915,3
CKING,750974,1
SVG,750974,2
CD,750974,3
CCRD,750974,4
HMEQLC,750974,5
MTG,750974,6
CKCRD,750974,7
CKCRD,750974,8
CKING,750975,1
SVG,750975,2
SVG,750975,3
CKING,751021,1
CD,751021,2
CD,751021,3
IRA,751042,1
IRA,751042,2
CKING,751169,1
SVG,751169,2
IRA,751169,3
CCRD,751169,4
HMEQLC,751169,5
MTG,751169,6
CKCRD,751169,7
CKCRD,751169,8
CKING,751186,1
CKING,751186,2
CKING,751248,1
SVG,751248,2
CD,751248,3
TRUST,751248,4
TRUST,751248,5
CKING,751355,1
SVG,751355,2
CCRD,751355,3
CCRD,751355,4
CKING,751410,1
MMDA,751410,2
CD,751410,3
CD,751410,4
CKING,751485,1
SVG,751485,2
ATM,751485,3
ATM,751485,4
CKING,751537,1
SVG,751537,2
CD,751537,3
CD,751537,4
MMDA,751607,1
SVG,751607,2
SVG,751607,3
CKING,751741,1
SVG,751741,2
CD,751741,3
ATM,751741,4
TRUST,751741,5
TRUST,751741,6
SVG,751902,1
IRA,751902,2
IRA,751902,3
CKING,751954,1
SVG,751954,2
SVG,751954,3
CKING,751977,1
MMDA,751977,2
ATM,751977,3
CCRD,751977,4
HMEQLC,751977,5
HMEQLC,751977,6
CKING,752083,1
MMDA,752083,2
SVG,752083,3
CCRD,752083,4
CCRD,752083,5
CKING,752253,1
SVG,752253,2
ATM,752253,3
ATM,752253,4
CKING,752312,1
SVG,752312,2
CD,752312,3
IRA,752312,4
ATM,752312,5
ATM,752312,6
AUTO,752348,1
AUTO,752348,2
CKING,752491,1
SVG,752491,2
ATM,752491,3
CCRD,752491,4
CCRD,752491,5
CKING,752551,1
ATM,752551,2
CCRD,752551,3
HMEQLC,752551,4
HMEQLC,752551,5
CKING,752555,1
CKING,752555,2
CKING,752634,1
SVG,752634,2
MTG,752634,3
MTG,752634,4
CKING,752675,1
SVG,752675,2
ATM,752675,3
ATM,752675,4
CKING,752678,1
SVG,752678,2
SVG,752678,3
CKING,752684,1
ATM,752684,2
ATM,752684,3
CKING,752689,1
SVG,752689,2
SVG,752689,3
CKING,752699,1
CKING,752699,2
CKING,752743,1
MMDA,752743,2
SVG,752743,3
CCRD,752743,4
MTG,752743,5
CKCRD,752743,6
CKCRD,752743,7
CKING,752766,1
SVG,752766,2
ATM,752766,3
HMEQLC,752766,4
HMEQLC,752766,5
CKING,752815,1
SVG,752815,2
CKCRD,752815,3
CKCRD,752815,4
CKING,752843,1
ATM,752843,2
ATM,752843,3
CKING,752922,1
CKING,752922,2
CKING,752965,1
SVG,752965,2
SVG,752965,3
SVG,753065,1
SVG,753065,2
SVG,753110,1
SVG,753110,2
CKING,753129,1
SVG,753129,2
CCRD,753129,3
AUTO,753129,4
CKCRD,753129,5
CKCRD,753129,6
CKING,753130,1
ATM,753130,2
MTG,753130,3
MTG,753130,4
CKING,753156,1
SVG,753156,2
CD,753156,3
CD,753156,4
CKING,753173,1
SVG,753173,2
ATM,753173,3
ATM,753173,4
CKING,753177,1
SVG,753177,2
ATM,753177,3
AUTO,753177,4
AUTO,753177,5
CKING,753243,1
AUTO,753243,2
AUTO,753243,3
CKING,753267,1
CKCRD,753267,2
CKCRD,753267,3
CKING,753297,1
HMEQLC,753297,2
MTG,753297,3
AUTO,753297,4
AUTO,753297,5
CKING,753399,1
SVG,753399,2
CD,753399,3
CD,753399,4
CKING,753460,1
SVG,753460,2
SVG,753460,3
CKING,753503,1
CKCRD,753503,2
CKCRD,753503,3
CKING,753616,1
SVG,753616,2
HMEQLC,753616,3
MTG,753616,4
CKCRD,753616,5
CKCRD,753616,6
CKING,753621,1
MMDA,753621,2
ATM,753621,3
ATM,753621,4
MMDA,753737,1
SVG,753737,2
SVG,753737,3
CKING,753739,1
CD,753739,2
ATM,753739,3
ATM,753739,4
CKING,753767,1
ATM,753767,2
CCRD,753767,3
HMEQLC,753767,4
HMEQLC,753767,5
CKING,753850,1
SVG,753850,2
SVG,753850,3
CKING,753923,1
ATM,753923,2
AUTO,753923,3
AUTO,753923,4
AUTO,753948,1
AUTO,753948,2
CKING,753974,1
MMDA,753974,2
SVG,753974,3
CD,753974,4
IRA,753974,5
IRA,753974,6
CKING,753991,1
SVG,753991,2
ATM,753991,3
ATM,753991,4
CKING,754048,1
SVG,754048,2
ATM,754048,3
ATM,754048,4
CKING,754322,1
SVG,754322,2
ATM,754322,3
HMEQLC,754322,4
HMEQLC,754322,5
CKING,754432,1
IRA,754432,2
IRA,754432,3
CKING,754450,1
MMDA,754450,2
MMDA,754450,3
CKING,754457,1
SVG,754457,2
AUTO,754457,3
CKCRD,754457,4
CKCRD,754457,5
CKING,754466,1
SVG,754466,2
ATM,754466,3
HMEQLC,754466,4
HMEQLC,754466,5
CKING,754902,1
SVG,754902,2
SVG,754902,3
CKING,755099,1
SVG,755099,2
SVG,755099,3
CKING,755124,1
SVG,755124,2
CD,755124,3
ATM,755124,4
ATM,755124,5
CKING,755133,1
MMDA,755133,2
ATM,755133,3
ATM,755133,4
CKING,755193,1
SVG,755193,2
ATM,755193,3
CCRD,755193,4
CCRD,755193,5
CD,755201,1
CD,755201,2
CKING,755273,1
SVG,755273,2
CD,755273,3
HMEQLC,755273,4
HMEQLC,755273,5
CKING,755318,1
SVG,755318,2
ATM,755318,3
ATM,755318,4
CKING,755323,1
SVG,755323,2
ATM,755323,3
HMEQLC,755323,4
AUTO,755323,5
AUTO,755323,6
CKING,755425,1
CCRD,755425,2
CCRD,755425,3
CKING,755482,1
SVG,755482,2
SVG,755482,3
SVG,755529,1
SVG,755529,2
CKING,755554,1
SVG,755554,2
CD,755554,3
CKCRD,755554,4
CKCRD,755554,5
CKING,755607,1
SVG,755607,2
CD,755607,3
ATM,755607,4
CCRD,755607,5
HMEQLC,755607,6
HMEQLC,755607,7
CKING,755658,1
MMDA,755658,2
ATM,755658,3
ATM,755658,4
CKING,755684,1
SVG,755684,2
CD,755684,3
ATM,755684,4
TRUST,755684,5
TRUST,755684,6
ATM,755739,1
ATM,755739,2
CKING,755772,1
SVG,755772,2
CD,755772,3
CD,755772,4
CKING,755831,1
ATM,755831,2
ATM,755831,3
CKING,755846,1
SVG,755846,2
ATM,755846,3
HMEQLC,755846,4
HMEQLC,755846,5
CKING,755920,1
ATM,755920,2
AUTO,755920,3
AUTO,755920,4
CKING,755945,1
SVG,755945,2
SVG,755945,3
CKING,756038,1
SVG,756038,2
CD,756038,3
ATM,756038,4
AUTO,756038,5
AUTO,756038,6
CKING,756340,1
CKING,756340,2
ATM,756369,1
ATM,756369,2
CKING,756395,1
MMDA,756395,2
SVG,756395,3
CCRD,756395,4
CKCRD,756395,5
CKCRD,756395,6
CKING,756412,1
SVG,756412,2
CKCRD,756412,3
CKCRD,756412,4
CKING,756416,1
ATM,756416,2
ATM,756416,3
CKING,756420,1
MMDA,756420,2
ATM,756420,3
ATM,756420,4
SVG,756483,1
SVG,756483,2
CKING,756544,1
MMDA,756544,2
CD,756544,3
CD,756544,4
CKING,756545,1
CD,756545,2
ATM,756545,3
HMEQLC,756545,4
HMEQLC,756545,5
CKING,756600,1
SVG,756600,2
IRA,756600,3
ATM,756600,4
HMEQLC,756600,5
HMEQLC,756600,6
CKING,756925,1
SVG,756925,2
SVG,756925,3
CKING,757032,1
SVG,757032,2
ATM,757032,3
ATM,757032,4
CKING,757124,1
SVG,757124,2
ATM,757124,3
HMEQLC,757124,4
HMEQLC,757124,5
CKING,757137,1
SVG,757137,2
ATM,757137,3
CCRD,757137,4
HMEQLC,757137,5
HMEQLC,757137,6
CKING,757146,1
SVG,757146,2
ATM,757146,3
HMEQLC,757146,4
PLOAN,757146,5
PLOAN,757146,6
CKING,757148,1
CD,757148,2
CD,757148,3
CKING,757204,1
CCRD,757204,2
MTG,757204,3
MTG,757204,4
CKING,757283,1
MMDA,757283,2
CD,757283,3
CD,757283,4
CKING,757372,1
SVG,757372,2
ATM,757372,3
ATM,757372,4
CKING,757481,1
SVG,757481,2
SVG,757481,3
CKING,757709,1
SVG,757709,2
CD,757709,3
HMEQLC,757709,4
MTG,757709,5
MTG,757709,6
CKING,757722,1
SVG,757722,2
CD,757722,3
IRA,757722,4
IRA,757722,5
CKING,757747,1
SVG,757747,2
ATM,757747,3
ATM,757747,4
CKING,757772,1
SVG,757772,2
ATM,757772,3
ATM,757772,4
CKING,757839,1
SVG,757839,2
ATM,757839,3
HMEQLC,757839,4
HMEQLC,757839,5
CD,757998,1
CD,757998,2
CKING,758106,1
SVG,758106,2
ATM,758106,3
ATM,758106,4
CKING,758134,1
SVG,758134,2
IRA,758134,3
IRA,758134,4
CKING,758231,1
MMDA,758231,2
SVG,758231,3
CD,758231,4
CKCRD,758231,5
CKCRD,758231,6
IRA,758235,1
IRA,758235,2
CKING,758263,1
SVG,758263,2
ATM,758263,3
ATM,758263,4
CKING,758277,1
CCRD,758277,2
CCRD,758277,3
CKING,758368,1
MMDA,758368,2
CCRD,758368,3
CCRD,758368,4
CKING,758374,1
SVG,758374,2
AUTO,758374,3
AUTO,758374,4
CKING,758403,1
ATM,758403,2
ATM,758403,3
CKING,758424,1
SVG,758424,2
CD,758424,3
IRA,758424,4
IRA,758424,5
CKING,758673,1
CKING,758673,2
CKING,758769,1
SVG,758769,2
SVG,758769,3
CKING,758806,1
SVG,758806,2
IRA,758806,3
CKCRD,758806,4
CKCRD,758806,5
CKING,758895,1
MMDA,758895,2
ATM,758895,3
ATM,758895,4
CD,758905,1
CD,758905,2
CKING,759071,1
SVG,759071,2
IRA,759071,3
IRA,759071,4
CKING,759159,1
MMDA,759159,2
IRA,759159,3
IRA,759159,4
CKING,759170,1
SVG,759170,2
IRA,759170,3
IRA,759170,4
CKING,759171,1
SVG,759171,2
SVG,759171,3
CKING,759291,1
SVG,759291,2
ATM,759291,3
ATM,759291,4
CKING,759419,1
SVG,759419,2
IRA,759419,3
IRA,759419,4
CKING,759570,1
CKING,759570,2
CKING,759605,1
SVG,759605,2
CD,759605,3
TRUST,759605,4
TRUST,759605,5
CKING,759674,1
SVG,759674,2
ATM,759674,3
CCRD,759674,4
CCRD,759674,5
CKING,759760,1
SVG,759760,2
CD,759760,3
CD,759760,4
CKING,759827,1
SVG,759827,2
CCRD,759827,3
HMEQLC,759827,4
HMEQLC,759827,5
CKING,759931,1
CCRD,759931,2
CCRD,759931,3
SVG,760019,1
SVG,760019,2
CKING,760058,1
SVG,760058,2
SVG,760058,3
CKING,760063,1
SVG,760063,2
