"","ID","Prod","Quant","Val","Insp"
"194891","v3932","p2348",63787,55150,"ok"
"194956","v2839","p2359",77883,53755,"ok"
"194967","v412","p2359",115121,127180,"ok"
"194979","v2840","p2359",96001,47425,"ok"
"194989","v417","p2360",18666,98820,"ok"
"194990","v417","p2360",41822,40310,"ok"
"195002","v417","p2360",14055,77650,"ok"
"195010","v1116","p2360",37338,39825,"ok"
"195011","v2839","p2360",134396,95550,"ok"
"195067","v975","p2364",112,1070,"ok"
"195074","v3624","p2365",104,1240,"ok"
"195075","v3624","p2365",572,20480,"ok"
"195261","v2875","p2380",46683,27115,"ok"
"195325","v431","p2392",101,1010,"ok"
"195327","v2886","p2392",10696,75320,"ok"
"195336","v2893","p2392",106,29815,"fraud"
"195595","v2906","p2418",101,1035,"ok"
"195597","v4834","p2418",101,1030,"ok"
"195607","v4","p2418",100,1005,"ok"
"195849","v2948","p2452",113,221525,"ok"
"195859","v2944","p2455",108,40430,"ok"
"195885","v2972","p2455",116,44080,"ok"
"195902","v2969","p2456",5082,73895,"fraud"
"195918","v5656","p2456",100,1985,"fraud"
"195921","v5444","p2457",103,25235,"ok"
"195935","v4382","p2458",9266,4330,"fraud"
"195941","v4381","p2458",163,97105,"ok"
"195945","v4840","p2458",597,30120,"ok"
"195947","v2958","p2458",178,87750,"ok"
"195949","v2937","p2459",107,132035,"ok"
"195952","v2927","p2459",108,14510,"fraud"
"195956","v2976","p2459",107,124705,"ok"
"195966","v2927","p2459",101,7320,"fraud"
"195975","v4382","p4295",2322,5915,"fraud"
"195997","v4087","p2462",112,41690,"ok"
"196002","v4087","p2462",113,51070,"ok"
"196004","v4685","p2462",21211,2580,"fraud"
"196043","v716","p2464",114,7425,"ok"
"196049","v4824","p2464",522,6105,"ok"
"196093","v2984","p2473",122322,111000,"ok"
"196094","v389","p2473",80100,91720,"ok"
"196097","v1424","p2473",100655,94855,"ok"
"196114","v600","p2476",792816,543625,"ok"
"196122","v600","p2477",1440222,1001080,"ok"
"196124","v2993","p2477",2005405,1209775,"ok"
"196140","v2994","p2481",327150,171720,"ok"
"196229","v2562","p2499",99716,161330,"ok"
"196239","v2562","p2499",246788,375125,"ok"
"196240","v2562","p2499",63447,102085,"ok"
"196247","v2562","p2499",83355,131695,"ok"
"196319","v5457","p2511",236,69220,"fraud"
"196325","v3004","p2512",988405,428665,"ok"
"196327","v2989","p2512",221,56010,"fraud"
"196334","v3034","p2513",102,2495,"fraud"
"196343","v2989","p2514",71983,41260,"ok"
"196345","v3028","p2514",78761,44225,"ok"
"196346","v3026","p2514",79433,42475,"ok"
"196349","v3004","p2514",71666,37790,"ok"
"196357","v3034","p2514",105,3940,"fraud"
"196371","v3034","p2516",105,3450,"fraud"
"196372","v5458","p2516",267966,123640,"ok"
"196424","v3026","p2529",5573,4270,"ok"
"196487","v3984","p4304",56003,58495,"ok"
"196504","v508","p2544",127,28330,"fraud"
"196535","v813","p2552",235722,21700,"fraud"
"196551","v3048","p2556",103,8170,"fraud"
"196560","v3048","p2559",113,35275,"fraud"
"196565","v3047","p2559",54947,154270,"ok"
"196566","v3049","p2559",81263,241810,"ok"
"196578","v3048","p2560",260,420350,"fraud"
"196585","v3052","p2560",233,1280,"ok"
"196589","v3042","p2560",805,2920,"ok"
"196611","v3048","p2562",133,100115,"fraud"
"196612","v1033","p2562",76836,216105,"ok"
"196626","v3047","p2562",306956,822300,"ok"
"196646","v779","p2570",20374,64735,"ok"
"196663","v1033","p2573",21792,70945,"ok"
"196668","v3053","p2573",2611,1080,"fraud"
"196770","v3315","p2596",2828,19755,"ok"
"196865","v3004","p2610",90433,65585,"ok"
"196867","v2997","p2610",132825,102610,"ok"
"196918","v3049","p2620",12452,207345,"ok"
"196984","v3557","p2629",115,1270,"ok"
"196987","v876","p2629",4044,40760,"ok"
"197007","v5659","p2632",20266,150190,"ok"
"197009","v5659","p2632",451936,1870440,"ok"
"197022","v876","p2632",33102,133470,"ok"
"197140","v3043","p2654",12544,29925,"ok"
"197164","v778","p2660",245,2030,"ok"
"197176","v1480","p2660",350,1555,"ok"
"197177","v1407","p2660",100,1005,"ok"
"197180","v3114","p2660",135038,929065,"ok"
"197257","v453","p2673",106,1070,"ok"
"197261","v851","p2673",104,1005,"ok"
"197266","v453","p2673",106,1050,"ok"
"197314","v2811","p2682",563,1005,"fraud"
"197500","v4007","p2696",112,8040,"ok"
"197509","v750","p2696",122,2180,"ok"
"197512","v819","p2696",172,64945,"ok"
"197538","v1009","p2699",101,3565,"ok"
"197539","v1009","p2699",101,3565,"ok"
"197553","v656","p2699",306,6675,"ok"
"197560","v3127","p2699",310,6730,"ok"
"197651","v3140","p2710",14479,118935,"ok"
"197685","v45","p2714",110,1140,"ok"
"197814","v2900","p2727",127,1135,"ok"
"197815","v877","p2727",108,1095,"ok"
"197842","v2643","p2733",3955,50080,"ok"
"197931","v3163","p2744",27461,74385,"ok"
"197963","v420","p2750",956,5600,"ok"
"197980","v3040","p2750",1017,4245,"ok"
"198009","v3177","p2754",38071,129325,"ok"
"198028","v3180","p2757",870618,2810,"fraud"
"198032","v3038","p2757",113,1355,"ok"
"198033","v1024","p2757",105,1065,"ok"
"198045","v3181","p2758",39596,169320,"ok"
"198175","v990","p2772",4467,63070,"ok"
"198178","v3188","p2772",22546,335080,"ok"
"198186","v2953","p2772",7699,106655,"ok"
"198209","v906","p2773",50267,192555,"ok"
"198293","v3196","p2784",303,611280,"fraud"
"198547","v1014","p2821",2750,40005,"ok"
"198548","v1014","p2821",4209,65355,"ok"
"198552","v822","p2821",1327,5395,"ok"
"198555","v453","p2821",102,1005,"ok"
"198624","v3001","p2826",112069,200210,"ok"
"198626","v5481","p2826",113,28100,"fraud"
"198646","v1424","p2829",27381,108100,"ok"
"199048","v1183","p2859",10007,30500,"ok"
"199060","v1183","p2859",6933,20660,"ok"
"199263","v454","p2866",11230,80740,"ok"
"199275","v4813","p2866",2377,58980,"ok"
"199277","v1128","p2866",277,11320,"ok"
"199285","v2811","p2866",1627,19685,"ok"
"199286","v3263","p2866",437,13255,"ok"
"199295","v2804","p2866",1143,15900,"ok"
"199302","v4026","p2866",1247,135850,"ok"
"199309","v1315","p2866",1664,18510,"ok"
"199312","v3255","p2866",2552,53410,"ok"
"199341","v4026","p2866",841,19245,"ok"
"199689","v1297","p2904",100,1125,"ok"
"199707","v3271","p2904",103,107625,"fraud"
"199720","v4","p2904",101,1045,"ok"
"199723","v472","p2904",141,1060,"ok"
"199842","v5140","p2923",2461,19115,"ok"
"199921","v4433","p2929",994,10955,"ok"
"200030","v980","p2936",102,1115,"ok"
"200035","v971","p2936",100,1095,"ok"
"200043","v867","p2936",2347766,46800,"fraud"
"200054","v3279","p2936",105,1085,"ok"
"200124","v660","p2938",753,16400,"ok"
"200132","v3281","p2938",2205,37310,"ok"
"200311","v1022","p2955",693,9795,"ok"
"200325","v662","p2955",246,8310,"ok"
"200333","v663","p2955",140,4065,"ok"
"200343","v1248","p2955",204,5540,"ok"
"200355","v3173","p2955",648,5805,"ok"
"200360","v1522","p2955",254,8265,"ok"
"200362","v656","p3132",101,1095,"ok"
"200368","v803","p3132",2556,169080,"ok"
"200400","v14","p2955",122,5540,"ok"
"200407","v2749","p2955",150,6105,"ok"
"200442","v596","p2957",590,30420,"ok"
"200446","v789","p2957",551,12755,"ok"
"200451","v671","p2957",775,13555,"ok"
"200469","v1286","p2957",457,15990,"ok"
"200474","v662","p2957",1151,84960,"ok"
"200489","v1172","p2957",220,9460,"ok"
"200497","v596","p2957",491,33315,"ok"
"200508","v1084","p2957",2855,33280,"ok"
"200523","v2702","p2957",346,8360,"ok"
"200531","v2471","p2957",400,15190,"ok"
"200547","v787","p2957",416,11255,"ok"
"200598","v3293","p2957",365,8585,"ok"
"200606","v789","p2957",644,25815,"ok"
"200647","v2991","p2962",357166,5185,"fraud"
"200674","v1317","p2969",9766,67320,"ok"
"200681","v885","p2969",4817,71460,"ok"
"200686","v876","p2970",864,30515,"ok"
"200761","v5668","p2981",456,84160,"ok"
"200766","v3303","p2981",1238,74910,"ok"
"200777","v1437","p2981",142,53275,"ok"
"200799","v3079","p2981",962,73455,"ok"
"200800","v3079","p2981",403,26215,"ok"
"200995","v1477","p3007",310,15490,"ok"
"201002","v422","p3007",138,8340,"ok"
"201021","v932","p3007",119,6740,"ok"
"201022","v3598","p3007",1443,1665,"fraud"
"201023","v3321","p3007",377,12045,"ok"
"201035","v1122","p3007",650,10070,"ok"
"201046","v3323","p3007",5598,21630,"ok"
"201048","v1302","p3007",115,7925,"ok"
"201055","v3079","p3007",116,6505,"ok"
"201309","v431","p3033",377,27675,"ok"
"201313","v1317","p3033",4100,54910,"ok"
"201319","v431","p3033",248,21640,"ok"
"201374","v2866","p3043",180,2375,"ok"
"201526","v4","p3064",101,1020,"ok"
"201568","v250","p3069",2016,1525,"fraud"
"201577","v5476","p3069",129,8285,"ok"
"201580","v3351","p3069",191,10140,"ok"
"201586","v1317","p3069",141,16100,"ok"
"201630","v1467","p3074",2876,39230,"ok"
"201641","v5421","p3074",736,1055,"fraud"
"201643","v1441","p3074",2590,30440,"ok"
"201644","v2895","p3074",3541,39870,"ok"
"201648","v3128","p3074",2187,29220,"ok"
"201749","v431","p3081",522,22180,"ok"
"201759","v431","p3081",557,23125,"ok"
"201761","v5421","p3081",879,1170,"fraud"
"201770","v998","p3081",1221,10200,"ok"
"201843","v3372","p3093",252,67200,"ok"
"202127","v422","p3130",1371,13755,"ok"
"202148","v3384","p3131",144,7420,"ok"
"202152","v1669","p3131",245,9245,"ok"
"202166","v3036","p3131",1527,11800,"ok"
"202170","v3303","p3131",166,8255,"ok"
"202303","v803","p3143",NA,1055,"fraud"
"202408","v3346","p3156",100,1015,"ok"
"202411","v3899","p3156",102,9385,"fraud"
"202418","v1931","p3156",100,1035,"ok"
"202420","v3158","p3156",101,1035,"ok"
"202421","v803","p3156",100,1015,"ok"
"202424","v70","p3156",267,13620,"ok"
"202426","v21","p3156",102,1030,"ok"
"202429","v284","p3156",101,1030,"ok"
"202432","v1052","p3157",4527,255855,"ok"
"202438","v1868","p3160",102,1020,"ok"
"202439","v1868","p3160",101,1170,"ok"
"202445","v523","p3160",104,1055,"ok"
"202511","v957","p3171",477,17480,"ok"
"202555","v1981","p3178",341,35475,"ok"
"202559","v1981","p3178",340,26850,"ok"
"202610","v5677","p4471",127,NA,"fraud"
"202612","v5677","p3180",343,NA,"fraud"
"202662","v2130","p3191",8050,385945,"ok"
"202664","v2010","p3191",3461,108600,"ok"
"202698","v3311","p3194",192,13255,"ok"
"202704","v416","p3194",173,14725,"ok"
"202716","v1201","p3194",494,13690,"ok"
"202723","v3419","p3194",377,28715,"ok"
"202757","v3432","p3197",100,1025,"ok"
"202758","v3432","p3197",100,1020,"ok"
"202767","v496","p3197",7350,204855,"ok"
"202768","v496","p3197",100,1140,"ok"
"202776","v2371","p3197",175,377370,"ok"
"202782","v5376","p3197",100,1100,"ok"
"202786","v795","p3197",100,1105,"ok"
"202791","v447","p3197",100,1125,"ok"
"202793","v2124","p3197",109,1070,"ok"
"202795","v3433","p3197",100,1155,"ok"
"202798","v1075","p3197",100,1095,"ok"
"202803","v1075","p3197",101,1070,"ok"
"202806","v762","p3197",101,1120,"ok"
"202808","v3435","p3197",100,1100,"ok"
"202813","v2509","p3197",100,1165,"ok"
"202831","v2100","p3197",102,1165,"ok"
"202866","v739","p3202",822,1285,"fraud"
"202881","v3446","p3202",149,13470,"ok"
"202888","v3449","p3202",300,50540,"ok"
"202889","v1453","p3202",276,16005,"ok"
"202914","v5520","p3202",333,49970,"ok"
"202915","v3450","p3202",341,31555,"ok"
"202917","v2115","p3202",112,13700,"ok"
"202929","v739","p3202",12303,2325,"fraud"
"202990","v4624","p3216",110,2350,"ok"
"202995","v5494","p3216",102,1715,"ok"
"203000","v2802","p3218",114,1375,"ok"
"203124","v5677","p3223",1117,NA,"fraud"
"203152","v4624","p3225",1027,84800,"ok"
"203153","v771","p3225",100,1050,"ok"
"203156","v2228","p3225",105,1100,"ok"
"203164","v771","p3225",100,1015,"ok"
"203177","v3471","p3225",102,1150,"ok"
"203201","v3478","p3225",229,76280,"ok"
"203219","v1289","p3225",101,1085,"ok"
"203225","v3460","p3225",105,1070,"ok"
"203359","v766","p3253",8236,101360,"ok"
"203511","v1183","p3271",2391,20365,"ok"
"203522","v2806","p3271",113,7135,"ok"
"203534","v1769","p3271",169,9585,"ok"
"203550","v766","p3271",135,7505,"ok"
"203556","v766","p3271",405,7245,"ok"
"203712","v600","p3273",102,36705,"ok"
"203870","v5532","p3297",516,144215,"ok"
"203874","v5531","p3297",7481,222415,"ok"
"203878","v4445","p3297",6315,215940,"ok"
"203892","v5533","p3297",5992,210750,"ok"
"203958","v5531","p3308",258,86825,"ok"
"203961","v4445","p3308",173,64060,"ok"
"203971","v3518","p3308",286,40345,"ok"
"203973","v5065","p3308",1550,52385,"ok"
"204009","v5681","p3318",9795,22835,"ok"
"204019","v3540","p3318",1000,10485,"ok"
"204022","v3086","p3318",388,16815,"ok"
"204023","v3542","p3318",2238,69930,"ok"
"204083","v906","p3327",232,8795,"ok"
"204084","v3996","p3327",106,9140,"ok"
"204101","v1838","p3327",511,30870,"ok"
"204118","v926","p3327",154,9770,"ok"
"204121","v598","p3327",427,24590,"ok"
"204128","v3396","p3328",10600,1260,"fraud"
"204149","v277","p3334",1683,109265,"ok"
"204181","v3392","p3338",100,1045,"ok"
"204187","v764","p3338",101,1060,"ok"
"204189","v876","p3338",16771,13985,"fraud"
"204212","v590","p3338",100,1045,"ok"
"204220","v593","p3338",1642,171525,"ok"
"204224","v733","p3338",100,1035,"ok"
"204227","v4010","p3338",106,1100,"ok"
"204234","v3549","p3338",14991,249895,"ok"
"204245","v740","p3338",100,1080,"ok"
"204614","v600","p3369",3222,67185,"ok"
"204622","v455","p3369",10808,100875,"ok"
"204629","v600","p3369",5938,144660,"ok"
"204639","v1010","p3369",4706,50100,"ok"
"204651","v4505","p3369",2067,51835,"ok"
"204672","v1009","p3370",100,1105,"ok"
"204676","v431","p3370",100,1085,"ok"
"204698","v3270","p3370",100,1020,"ok"
"204702","v356","p3370",100,1005,"ok"
"204713","v4393","p3370",102,1080,"ok"
"204717","v1302","p3370",102,1070,"ok"
"204785","v819","p3372",2848,59575,"ok"
"204794","v3583","p3372",12306,28615,"ok"
"204805","v819","p3372",1850,40205,"ok"
"204818","v1468","p3372",1600,110810,"ok"
"204821","v443","p3372",1113,58660,"ok"
"205461","v3303","p3431",475,15835,"ok"
"205464","v861","p3431",450,39230,"ok"
"205466","v3669","p3431",100,7625,"fraud"
"205508","v3621","p3436",100,1160,"ok"
"205509","v3609","p3436",100,1100,"ok"
"205550","v3669","p3441",936,20265,"ok"
"205752","v1015","p3474",100,1095,"ok"
"205975","v3552","p4364",27100,3390,"fraud"
"206062","v3928","p3511",108,1075,"ok"
"206071","v3928","p3511",108,1075,"ok"
"206142","v919","p3521",13319,65280,"ok"
"206152","v3145","p3521",5657,24505,"ok"
"206165","v602","p3521",1935,12015,"ok"
"206188","v3630","p3526",438,54220,"ok"
"206252","v1296","p3535",177,9570,"ok"
"206255","v3642","p3535",2375,64015,"ok"
"206257","v1296","p3535",968,43445,"ok"
"206258","v1706","p3535",460,10535,"ok"
"206266","v3638","p3535",30766,1810,"fraud"
"206307","v3928","p4367",102,1140,"ok"
"206548","v701","p3599",100,2005,"ok"
"206627","v260","p3614",2373,71725,"ok"
"206663","v3099","p3619",1033,1070,"fraud"
"206797","v23","p3638",141,10765,"ok"
"206800","v1357","p3638",1480,14515,"ok"
"206931","v661","p3649",3106,109640,"ok"
"206932","v661","p3649",435,31215,"ok"
"206947","v3662","p3649",543,27180,"ok"
"206951","v701","p3649",527,56525,"ok"
"206977","v1300","p3649",588,16305,"ok"
"206979","v3262","p3649",485,20055,"ok"
"206980","v3577","p3649",285,16845,"ok"
"207035","v810","p3655",108,1225,"ok"
"207045","v749","p3655",71782,837875,"ok"
"207047","v3674","p3655",101,1180,"ok"
"207055","v4716","p3655",100,1030,"ok"
"207056","v1299","p3655",102,1075,"ok"
"207068","v701","p3655",101,1175,"ok"
"207080","v649","p3655",100,1005,"ok"
"207096","v661","p3655",100,1095,"ok"
"207100","v810","p3655",113,1105,"ok"
"207101","v5082","p3655",124,1200,"ok"
"207103","v4","p3655",105,1010,"ok"
"207117","v4429","p3655",103,1165,"ok"
"207359","v972","p3673",133,5845,"ok"
"207603","v955","p3711",417,56085,"ok"
"207619","v749","p3713",33440,286025,"ok"
"207632","v955","p3713",48085,287620,"ok"
"207729","v4605","p3722",772,13765,"ok"
"207768","v955","p3725",48025,714335,"ok"
"207769","v749","p3725",8756,375420,"ok"
"207809","v4524","p3735",905,11205,"ok"
"207821","v4524","p3735",905,11235,"ok"
"207880","v4920","p4484",13988,10620,"ok"
"207904","v3962","p3748",19977,64855,"ok"
"207925","v2896","p3748",3939,48670,"ok"
"208020","v5421","p3753",4260,1255,"fraud"
"208023","v431","p3753",651,22815,"ok"
"208024","v5421","p3753",185,1010,"fraud"
"208027","v3710","p3753",1677,32730,"ok"
"208029","v1445","p3753",1350,26095,"ok"
"208037","v431","p3755",4551,83135,"ok"
"208044","v431","p3755",2645,48430,"ok"
"208053","v3712","p3755",5308,50475,"ok"
"208110","v1450","p4384",105,1115,"ok"
"208111","v5029","p4384",4120,1808495,"fraud"
"208169","v431","p3765",411,20460,"ok"
"208185","v3665","p3765",2170,72785,"ok"
"208268","v4533","p3772",4256,1304840,"fraud"
"208269","v4533","p3772",14623,7765,"fraud"
"208280","v18","p3774",2298,60140,"ok"
"208284","v431","p3774",4741,119340,"ok"
"208286","v18","p3774",2594,84770,"ok"
"208295","v18","p3774",6480,157675,"ok"
"208296","v2819","p3774",11225,56025,"ok"
"208299","v5421","p3774",1622,1380,"fraud"
"208307","v1437","p3774",37130,795670,"ok"
"208318","v5565","p3774",4472,44200,"ok"
"208320","v431","p3774",4349,108540,"ok"
"208321","v431","p3774",1041,52400,"ok"
"208323","v431","p3774",5958,164370,"ok"
"208324","v431","p3774",1579,65790,"ok"
"208325","v661","p3774",8122,364785,"ok"
"208326","v661","p3774",910,58455,"ok"
"208327","v645","p3774",69633,307130,"ok"
"208328","v645","p3774",12151,58810,"ok"
"208337","v3712","p3774",1961,41665,"ok"
"208344","v5421","p3774",520,1135,"fraud"
"208345","v5421","p3774",608,1025,"fraud"
"208373","v3712","p3774",3140,53025,"ok"
"208375","v1458","p3774",8754,80950,"ok"
"208379","v4440","p3774",1636,45800,"ok"
"208397","v1441","p3774",1220,42295,"ok"
"208415","v2895","p3774",7394,100815,"ok"
"208428","v18","p3774",3482,168065,"ok"
"208429","v2819","p3774",5300,40670,"ok"
"208435","v3128","p3774",4060,49495,"ok"
"208437","v5421","p3774",758,10950,"fraud"
"208463","v1385","p3774",5100,57235,"ok"
"208494","v431","p3780",101,1075,"ok"
"208597","v861","p3792",147,1105,"ok"
"208689","v5609","p3803",111,2710,"ok"
"208779","v839","p3822",5738,4910,"fraud"
"208904","v1033","p3842",705,16820,"ok"
"208925","v2811","p3842",410,6965,"ok"
"209044","v1314","p3856",223,38705,"ok"
"209057","v1285","p3856",677,39880,"ok"
"209061","v558","p3856",741600,71485,"fraud"
"209088","v936","p3856",5462,81415,"ok"
"209094","v558","p3856",182,30755,"ok"
"209159","v1314","p3863",100,1120,"ok"
"209161","v1314","p3863",101,548575,"fraud"
"209441","v15","p3905",980,65075,"ok"
"209532","v878","p3918",1527,73435,"ok"
"209541","v1899","p3918",227,18825,"ok"
"209543","v2643","p3918",1266,41140,"ok"
"209560","v2811","p3920",102,1075,"ok"
"209565","v3314","p3920",100,1020,"ok"
"209609","v4539","p3922",845,569180,"ok"
"209612","v4539","p3922",4986,826000,"ok"
"209613","v764","p3922",100,1045,"ok"
"209689","v1236","p3928",100,1110,"ok"
"209699","v1295","p3928",100,1125,"ok"
"209707","v2441","p3928",103,1070,"ok"
"209721","v370","p3928",101,1145,"ok"
"209725","v882","p3928",100,1015,"ok"
"209749","v252","p3930",252,12595,"ok"
"209757","v3766","p3930",13128,8345,"fraud"
"210074","v426","p3975",104,1025,"ok"
"210076","v2330","p3975",46942,616660,"ok"
"210095","v3922","p3978",1594,230870,"ok"
"210153","v3781","p3992",3668,51370,"ok"
"210163","v3792","p3992",177,1190,"ok"
"210186","v4985","p3994",131,1190,"ok"
"210187","v4834","p3994",114,1095,"ok"
"210219","v4834","p3995",150,1475,"ok"
"210226","v1216","p3995",108,1120,"ok"
"210231","v3775","p3995",120,1230,"ok"
"210233","v1387","p3995",105,1275,"ok"
"210247","v2552","p3995",102,1125,"ok"
"210249","v2330","p3995",125,1380,"ok"
"210258","v2248","p3995",115,1290,"ok"
"210259","v1216","p3995",133,1430,"ok"
"210260","v3780","p3995",126,1285,"ok"
"210283","v2911","p3997",202,14625,"ok"
"210284","v1081","p3997",372,13670,"ok"
"210290","v1675","p3997",1044,23680,"ok"
"210291","v152","p3997",1494,19720,"ok"
"210297","v3804","p3997",1766,17880,"ok"
"210305","v2900","p3997",11444,98500,"ok"
"210323","v412","p3997",1286,24900,"ok"
"210324","v412","p3997",1286,24900,"ok"
"210338","v3932","p3997",1217,20075,"ok"
"210340","v3613","p3997",2836,29265,"ok"
"210342","v3808","p3997",5733,23725,"ok"
"210429","v1315","p4013",7430,99025,"ok"
"210436","v3812","p4013",101,1095,"ok"
"210445","v490","p4013",3145,72250,"ok"
"210447","v4546","p4013",101,1085,"ok"
"210450","v1118","p4013",101,1080,"ok"
"210487","v1315","p4018",7053,60810,"ok"
"210493","v2728","p4018",1558,35485,"ok"
"210510","v1287","p4020",100,1115,"ok"
"210568","v4911","p4029",233,80960,"ok"
"210574","v4911","p4029",140,24945,"ok"
"210578","v4911","p4029",143,27200,"ok"
"210580","v4911","p4029",325,135700,"ok"
"210641","v816","p4036",101,2045,"fraud"
"210643","v876","p4036",5211,128295,"ok"
"210681","v426","p4043",101,1065,"ok"
"210682","v426","p4043",100,1025,"ok"
"210683","v426","p4043",101,1060,"ok"
"210909","v739","p4075",105,1050,"ok"
"210989","v1085","p4088",100,1025,"ok"
"211005","v1085","p4088",101,1035,"ok"
"211009","v1085","p4088",101,1055,"ok"
"211014","v1039","p4088",111,1035,"ok"
"211019","v1164","p4088",107,1090,"ok"
"211030","v747","p4088",100,1025,"ok"
"211061","v2239","p4088",100,1030,"ok"
"211099","v2232","p4089",251,7025,"ok"
"211110","v1942","p4089",101,11190,"ok"
"211112","v1276","p4089",272,22120,"ok"
"211115","v1081","p4089",144,6370,"ok"
"211142","v1205","p4089",248,6680,"ok"
"211152","v1241","p4089",182,10910,"ok"
"211170","v1138","p4089",107,8095,"ok"
"211171","v1298","p4089",155,6610,"ok"
"211187","v1301","p4089",137,13775,"ok"
"211190","v1109","p4089",135,6110,"ok"
"211194","v1148","p4089",126,5255,"ok"
"211195","v1149","p4089",386,12455,"ok"
"211200","v2147","p4089",118,6785,"ok"
"211201","v1172","p4089",104,7980,"ok"
"211203","v1161","p4089",163,7895,"ok"
"211205","v1307","p4089",822,34315,"ok"
"211215","v1159","p4089",144,5840,"ok"
"211222","v1971","p4089",192,10485,"ok"
"211223","v1470","p4089",916,589615,"fraud"
"211228","v3846","p4089",141,6675,"ok"
"211233","v4563","p4089",363,8915,"ok"
"211238","v1243","p4089",220,18160,"ok"
"211254","v1141","p4089",156,8830,"ok"
"211260","v1243","p4089",272,11290,"ok"
"211271","v2235","p4089",134,5660,"ok"
"211272","v2302","p4089",210,6880,"ok"
"211431","v1085","p4093",100,1020,"ok"
"211443","v1241","p4093",101,1025,"ok"
"211464","v1209","p4093",100,1010,"ok"
"211484","v2277","p4093",100,1035,"ok"
"211488","v1043","p4093",100,1045,"ok"
"211490","v1085","p4094",100,1040,"ok"
"211491","v1085","p4094",101,1045,"ok"
"211506","v4247","p4094",100,1025,"ok"
"211548","v664","p4094",101,1045,"ok"
"211550","v4664","p4094",100,1020,"ok"
"211559","v4244","p4094",101,1070,"ok"
"211570","v739","p4094",101,1065,"ok"
"211575","v1179","p4094",101,1055,"ok"
"211582","v1611","p4094",100,1065,"ok"
"211594","v1974","p4094",102,1040,"ok"
"211607","v1971","p4094",100,1010,"ok"
"211609","v1959","p4094",100,1005,"ok"
"211615","v2014","p4094",375,1136220,"fraud"
"211622","v1256","p4094",101,1065,"ok"
"211624","v1250","p4094",100,1015,"ok"
"211639","v3853","p4095",410,15340,"ok"
"211661","v3854","p4096",1879,25005,"ok"
"211666","v4561","p4096",621,19950,"ok"
"211689","v3179","p4096",773,18400,"ok"
"211978","v49","p11",55037,266500,"ok"
"211979","v49","p11",57867,240250,"ok"
"211980","v50","p11",72973,393665,"ok"
"211996","v49","p12",623,4730,"ok"
"212011","v49","p14",212,1525,"ok"
"212116","v5689","p20",104522,196860,"ok"
"212126","v42","p20",41219,227430,"ok"
"212127","v50","p20",216725,626355,"ok"
"212150","v50","p20",247010,642120,"ok"
"212204","v50","p26",53703,157085,"ok"
"212205","v4952","p26",1544,29920,"fraud"
"212215","v50","p26",43369,127490,"ok"
"212251","v5690","p30",4257,31660,"ok"
"212260","v35","p30",13138,32915,"ok"
"212268","v4948","p31",102,4520,"fraud"
"212274","v4949","p32",301,1365,"ok"
"212284","v35","p33",12841,39600,"ok"
"212291","v74","p33",11247,41130,"ok"
"212311","v4948","p33",102,5420,"fraud"
"212313","v4955","p33",12718,39510,"ok"
"212317","v4948","p33",14561,46320,"ok"
"212430","v4948","p4129",100,2815,"fraud"
"212518","v4569","p46",103,1020,"ok"
"212519","v43","p46",108,1025,"ok"
"212526","v4953","p46",6172,11190,"ok"
"212531","v4569","p46",107,1055,"ok"
"212542","v4953","p46",4570,8955,"ok"
"212558","v35","p49",12577,17895,"ok"
"212570","v50","p50",75286,242185,"ok"
"212580","v50","p51",75115,211620,"ok"
"212626","v48","p60",10994,19690,"ok"
"212659","v4948","p63",10128,20980,"ok"
"212664","v4953","p63",8441,103855,"ok"
"212670","v4948","p63",15207,33210,"ok"
"212727","v4953","p71",2322,3865,"ok"
"212875","v4959","p87",1072,1010,"fraud"
"212876","v4960","p87",1148,5265,"ok"
"212945","v4960","p92",45651,125780,"ok"
"213077","v4960","p99",121,1045,"ok"
"213147","v100","p108",192866,384780,"ok"
"213156","v108","p109",34611,114770,"ok"
"213193","v4569","p112",137,1255,"ok"
"213201","v121","p112",3303,125645,"fraud"
"213310","v75","p122",146,1335,"ok"
"213317","v75","p122",115,1050,"ok"
"213332","v78","p122",177,1350,"ok"
"213619","v75","p152",116,1105,"ok"
"213626","v78","p152",133,1085,"ok"
"213815","v5696","p167",700,1060,"fraud"
"213817","v5696","p167",3953,6700,"ok"
"213833","v127","p169",994,1255,"fraud"
"213923","v4576","p178",40708,123515,"ok"
"213934","v54","p178",24393,149180,"ok"
"213938","v4576","p178",36153,108590,"ok"
"213969","v54","p179",3556,26685,"ok"
"214131","v150","p200",61211,13735,"ok"
"214248","v160","p215",10695,37155,"ok"
"214260","v161","p215",12294,54350,"ok"
"214274","v169","p4535",1529,10980,"fraud"
"214354","v183","p225",449988,280360,"ok"
"214356","v183","p225",249544,108465,"ok"
"214357","v183","p225",386766,182810,"ok"
"214363","v3888","p225",346822,246760,"ok"
"214368","v183","p225",290655,139585,"ok"
"214422","v3892","p226",235322,48675,"ok"
"214429","v54","p227",9266,41125,"ok"
"214444","v5698","p228",102,14160,"fraud"
"214452","v54","p228",429505,533725,"ok"
"214457","v54","p228",153105,162875,"ok"
"214459","v54","p228",221883,177690,"ok"
"214473","v54","p230",25066,82685,"ok"
"214477","v54","p230",27527,88755,"ok"
"214491","v4989","p230",112,29600,"fraud"
"214495","v54","p232",10916,19145,"ok"
