"","application_id","bad_ind","vehicle_year","vehicle_make","bankruptcy_ind","tot_derog","tot_tr","age_oldest_tr","tot_open_tr","tot_rev_tr","tot_rev_debt","tot_rev_line","rev_util","fico_score","purch_price","msrp","down_pyt","loan_term","loan_amt","ltv","tot_income","veh_mileage","used_ind"
"3755",422210,"0",1997,"HONDA","N",0,19,152,3,1,2675,11300,24,807,16429.66,13000,0,60,16429.66,128,5125.69,48315,1
"3756",9037009,"0",1999,"JEEP","N",0,21,180,4,3,1502,29595,5,764,26100,26000,0,36,26100,101,8000,28744,1
"3757",5002393,"0",1998,"HONDA","N",0,1,4,NA,1,84,600,14,NA,14941,14100,1000,60,13941,109,3400,26000,1
"3758",7934859,"0",2000,"DODGE","N",0,19,159,1,0,0,11099,0,787,25013.27,22700,0,72,15013.27,68,2557,4200,1
"3759",4893509,"1",2000,"FORD","N",0,6,32,3,1,1594,2400,66,721,26730.14,21260,1412.9,60,25317.24,135,3540,18,0
"3760",7150611,"0",1995,"CHEV","N",1,28,225,8,5,5629,43579,13,718,7000,6150,2000,54,5000,111,3800,21000,1
"3761",2004421,"0",2000,"TOYOTA","N",0,14,291,4,2,786,1600,49,751,13948,14004,0,39,13948,100,3000,69,0
"3762",7153927,"0",1998,"PONTIAC","N",5,19,67,14,2,2333,3000,78,622,12000,11500,0,60,12500,137,2580,49000,1
"3763",4108789,"0",1997,"MAZDA","N",2,12,183,2,0,0,200,0,657,11806.5,12425,500,60,11306.5,91,1875,26525,1
"3764",6384493,"0",1997,"MERCURY","N",0,11,252,NA,4,9474,15100,63,741,14900,14500,5000,60,9900,76,4116.67,17000,1
"3765",6876543,"0",1995,"FORD","N",0,11,87,3,1,1606,4000,40,742,12444.58,10000,0,60,12444.58,144,1588.16,63500,1
"3766",4529296,"0",2000,"HYUNDAI","Y",0,18,81,4,3,2525,14129,18,687,16125,14679,0,60,16125,116,2400,1,0
"3767",4855102,"0",1999,"CHEV","N",1,15,145,5,1,430,2300,19,652,16169,11900,1400,66,11163,103,3497.27,14079,0
"3768",5134998,"0",2000,"VOLKSWAGON","N",0,6,88,4,3,8761,8376,105,672,22100,22100,0,60,22100,100,2666.67,1,0
"3769",4582142,"0",1994,"FORD","Y",9,18,265,6,4,881,2481,36,641,9122.32,9375,0,42,9122.32,109,1800,89000,1
"3770",9553378,"0",1998,"GMC","Y",3,17,163,NA,8,10138,7843,129,646,21311.75,22200,0,60,21311.75,108,8040,29981,1
"3771",8288568,"0",2000,"CHEVY","N",0,17,57,NA,1,271,35000,1,772,22692,27692,0,60,22692,82,2500,1,0
"3772",4639130,"1",1997,"TOYOTA","N",5,16,133,NA,NA,9998,0,0,639,9500,9500,0,60,9500,117,1087,45190,1
"3773",9654776,"0",1997,"DODGE","N",4,14,142,6,4,4939,11300,44,692,21239,20275,1000,60,20239,110,2315,29721,1
"3774",8364706,"0",2000,"KIA","N",0,20,90,4,1,84,12500,1,787,13000,13249,1000,66,12000,91,2083.33,45,0
"3775",9521206,"0",1999,"SATURN","N",8,47,215,7,3,11029,17808,62,685,17196.65,16100,0,60,17196.65,108,2333.33,1,1
"3776",8425131,"0",1998,"CHEVY","N",6,7,6,NA,1,1550,2500,62,696,13630,11550,1000,60,12630,114,4200,25000,1
"3777",911068,"0",1999,"DODGE","Y",4,17,130,4,2,2122,4400,48,689,27091,30600,3000,72,24091,82,5660,1,0
"3778",2135006,"1",2000,"FORD","N",2,26,71,11,6,2555,4254,60,686,23410,27590,2410,60,28928,108,6625,0,0
"3779",2467342,"0",1995,"PONTIAC","N",1,35,112,8,5,1804,34456,5,720,7883.75,8500,2000,54,5883.75,71,3333.33,35285,1
"3780",6557567,"1",2000,"DODGE","N",5,14,122,NA,2,712,1103,65,640,34805,28010,500,60,26504.58,95,2180,22,0
"3781",8278526,"0",1999,"MERC","N",0,3,18,3,1,48,134,36,749,16000,16750,0,60,16000,96,2500,28000,1
"3782",5260199,"0",9999,"HYUNDAI","N",4,26,164,10,5,23488,27400,86,724,15625,11482,0,66,14701,134,6166.67,1,0
"3783",4365512,"0",2000,"PLYMOUTH","",NA,NA,NA,NA,NA,NA,NA,0,NA,11198,12000,200,60,10998,97,2200,17000,1
"3784",2649149,"0",1994,"TOYOTA","N",0,6,23,4,3,449,2000,22,702,7407.4,4000,0,48,3817.4,113,750,106876,1
"3785",1471382,"1",1999,"FORD","N",5,24,245,11,10,13886,19278,72,617,18531,20145,0,63,18531,101,3300,98,1
"3786",8229716,"1",1999,"DODGE","N",4,13,149,3,1,126,2283,6,676,29865,28175,1700,60,28165,102,3783.33,6000,1
"3787",54510,"0",1992,"FORD","N",1,24,223,4,2,841,13216,6,726,5476,5125,500,48,4976,106,2083.33,126000,1
"3788",8877858,"1",1997,"FORD","N",2,15,157,2,1,1778,1500,119,651,16495,15875,0,60,15595,120,1300,41255,1
"3789",4650849,"1",2000,"ISUZU","N",1,30,198,9,6,12725,49000,26,NA,636.44,25743,636.44,63,33465,137,5572.92,1,0
"3790",2764625,"0",2000,"VW","N",3,38,170,10,3,4955,23480,21,724,21320,21100,0,36,6880,33,11666.67,1,0
"3791",466562,"0",2000,"GMC","N",0,6,267,5,2,1228,8000,15,717,15182,15923,8750,36,6432,44,5000,1,0
"3792",1147392,"0",2000,"DODGE","N",0,17,137,5,2,10852,52685,21,754,20846,18930,0,66,20846,115,4166.67,5,0
"3793",9846594,"0",2000,"HYUNDAI","Y",8,15,128,3,2,432,1993,22,659,12500,12634,0,66,13100,109,3333.33,1,0
"3794",1097373,"0",1996,"DODGE","",NA,NA,NA,NA,NA,NA,NA,0,NA,7121.86,8000,500,60,6621.86,97,2600,70704,1
"3795",8484345,"0",1997,"PONTIAC","N",2,20,177,4,2,2802,8658,32,713,15053,14525,0,66,15053,112,2500,42000,1
"3796",4283396,"0",2000,"FORD","N",1,27,370,8,4,11219,10500,107,651,33268,37480,0,36,33268,89,6583.33,1,0
"3797",832314,"0",1996,"DODGE","N",4,16,159,3,1,451,947,48,618,21060.25,20600,3500,60,20560.25,111,5703.05,40000,1
"3798",47440,"1",1997,"VW","N",0,7,32,4,2,1582,3100,51,705,14329,12575,1000,60,13329,112,1583.33,47000,1
"3799",6690362,"1",2000,"FORD","Y",4,18,139,8,4,1829,4965,37,683,29345,32190,0,60,29345,91,4535,231,0
"3800",7915163,"0",2000,"HONDA","N",1,13,340,3,0,0,7100,0,719,21283,16145,0,72,21283,140,3200,1,0
"3801",7299634,"0",1999,"MERC","N",0,12,419,2,1,987,30793,3,807,20802,23260,450,48,20352,87,3250,123,1
"3802",9347364,"0",1998,"CHEVY","N",1,20,153,3,1,1841,17400,11,700,16282.89,14075,0,60,15546,117,2666.67,15000,1
"3803",3753980,"0",1996,"DODGE","N",0,0,3,NA,1,500,500,100,705,7553,6425,0,54,7553,145,3707.33,46306,1
"3804",7342163,"0",1999,"OLDS","N",0,32,285,5,2,2791,74628,4,776,21525,22900,0,48,21525,100,14583.33,1,0
"3805",6309933,"0",1999,"CHEVROLET","N",0,43,239,9,3,9395,69377,14,725,34446.35,37813,1500,63,32946.35,87,4102.91,1,0
"3806",8128410,"0",1998,"TOYOTA","N",0,15,114,6,4,15291,20465,75,731,21980,20900,4000,48,17980,89,3000,24000,1
"3807",8742779,"1",1994,"OLD","Y",2,7,56,NA,2,3015,3030,100,630,10259,10800,400,42,9859,104,2400,43000,1
"3808",2728083,"0",1996,"GMC","N",3,25,203,8,5,10075,15230,66,660,15107,15150,0,60,15107,109,6960,32148,1
"3809",6666793,"0",1999,"CHEVY","N",5,14,135,3,2,9468,20262,47,749,19600,20800,8000,66,11600,56,5566.67,26000,1
"3810",8077253,"1",1998,"CHEVY","N",11,35,162,NA,5,2169,10221,21,587,16127.04,15500,2056.86,48,15850,105,3483,27,1
"3811",646727,"0",1999,"DODGE","N",0,16,314,5,4,3088,20500,15,761,13402.46,11000,0,60,13402.46,122,2500,20508,1
"3812",7706599,"1",1996,"GEO","N",0,12,269,4,1,2496,5800,43,705,9621.37,8850,0,60,9621.37,115,2666.67,39500,1
"3813",830672,"1",2000,"DODGE","Y",3,15,125,NA,3,3760,4066,92,635,33150,29600,3650,63,28500,96,7420,1,0
"3814",7846423,"0",0,"","N",0,24,122,2,0,0,22500,0,762,5854.58,6399,1300,60,4554.58,79,3600,0,0
"3815",6553030,"0",2000,"LAND ROVER","N",0,14,71,6,4,11534,43256,27,655,39850,39850,11000,24,34850,87,4250,1,0
"3816",3746310,"0",1995,"MITS","N",0,30,220,11,6,12916,23427,55,678,11090,12050,700,60,10390,96,7491,57000,1
"3817",8561772,"1",2000,"FORD","N",0,23,130,NA,1,160,22300,1,747,34490.5,37895,0,60,34490.5,91,4166.67,10,0
"3818",823943,"0",1999,"CHEVY","N",0,10,114,5,1,1789,3582,50,813,20957,16100,0,72,20957,137,2916.67,5000,1
"3819",5141709,"0",1991,"BMW","N",0,62,171,18,15,32986,50450,65,621,22800,27000,0,54,22800,85,NA,91000,1
"3820",6559918,"0",2000,"CHEVROLET","N",0,22,141,2,1,2608,19800,13,786,29661.61,27,3058.24,66,26603.37,90,4000,1,0
"3821",9940030,"0",1977,"CHEVROLET","N",6,10,47,NA,3,976,1950,50,591,9103.8,7900,1500,36,7603.8,99,3600,59000,1
"3822",9268868,"0",1996,"CHEVY","N",0,24,146,7,6,9331,30819,30,743,16392,14997,0,60,16392,117,2166.67,43000,1
"3823",3533802,"1",1995,"DODGE","N",0,5,17,4,3,598,1284,47,650,11196.95,10100,2000,54,10083,131,2100,70000,1
"3824",7903151,"0",1993,"PONTIAC","N",3,4,340,NA,1,4031,8500,47,677,5000,5350,0,36,5000,100,2666.67,63000,1
"3825",6621678,"0",2000,"AUDI","N",0,46,289,12,8,84596,132011,64,647,38500,40480,0,51,38500,95,20000,1,0
"3826",9419821,"0",1995,"OLDSMOBILE","N",0,11,363,NA,2,4167,12903,32,783,14055.8,15850,0,60,12830.8,82,1791.67,40000,1
"3827",6705356,"0",1997,"DODGE","N",0,14,114,3,1,1296,3996,32,676,8858.5,8050,0,60,8258.5,104,2095,29757,1
"3828",6619727,"0",1999,"DODGE","N",0,40,480,9,6,1734,61032,3,807,18075,16125,0,66,18075,121,6800,28000,1
"3829",3709572,"0",1997,"PLYM","N",0,9,124,4,3,8257,11500,72,752,14892,13900,0,60,12885,94,2083.33,21000,1
"3830",6571366,"0",1998,"TOYOTA","N",3,18,119,4,1,493,598,82,691,21811,19550,0,48,21811,113,4583.33,26300,1
"3831",290609,"0",1992,"PONTIAC","N",0,2,17,NA,3,475,2400,20,689,5250,4410,2500,36,2750,95,2168,80000,1
"3832",4778049,"0",1998,"GMC","N",4,8,161,2,1,526,526,100,624,18428,18000,0,48,18428,107,2500,29000,1
"3833",7138790,"0",1994,"CHEVROLET","N",0,6,47,4,3,1660,2544,65,638,8287,8000,300,48,6987,87,1841.66,78,1
"3834",3484582,"0",1995,"JEEP","N",1,6,145,3,1,2217,0,0,722,9500,9375,3000,54,6500,76,3083.33,62000,1
"3835",9315157,"0",1995,"HONDA","N",0,3,20,NA,1,640,630,102,670,9186,10225,0,54,9186,95,2500,100000,1
"3836",5089500,"1",1998,"BUICK","N",7,27,325,4,1,761,1032,74,621,24000,24400,0,66,24000,98,5050,6161,1
"3837",8747491,"1",1994,"CHEVY","N",1,12,130,4,1,770,750,103,620,8956.5,8000,1000,48,7956.5,128,3000,61000,1
"3838",9805085,"0",1999,"PONTIAC","N",0,18,198,7,5,38077,41800,91,700,18693.62,17650,1000,60,15693.62,90,6000,12000,1
"3839",870501,"0",1997,"FORD","N",0,8,147,5,3,4890,6667,73,690,10420,12450,6000,60,4420,41,4740,58018,1
"3840",1362990,"0",0,"","N",0,13,116,5,1,3304,7500,44,687,7165.76,0,500,60,6665.76,93,4800,0,0
"3841",6699222,"0",2000,"TOYOTA","N",0,19,136,5,2,2231,52064,4,740,24951,26204,0,52,24951,97,4166.67,32,0
"3842",4104538,"0",1996,"CHEVY","N",3,12,85,4,3,4135,5296,78,664,10445,11000,0,60,10445,110,3000,45000,1
"3843",7914211,"0",1997,"CHEVY","N",0,2,28,NA,2,216,1100,20,707,15828,17125,0,60,15078,98,2000,60000,1
"3844",7271350,"0",2000,"TOYOTA","N",0,15,191,NA,1,1135,13100,9,781,21200,20579,0,60,21200,106,3584.01,0,0
"3845",8827378,"0",2000,"CHEVY","N",5,17,84,7,5,4597,5830,79,651,28744,27956,0,66,24044,86,5833.33,25,0
"3846",2019004,"0",1996,"PLYMOUTH","Y",4,6,114,3,2,209,1852,11,644,7558,6700,800,54,6758,136,1360,33000,1
"3847",813493,"0",2000,"CHEVROLET","N",2,18,168,9,5,1835,30110,6,691,21520,19850,0,60,21520,117,4833.33,1,0
"3848",6808398,"0",0,"","N",0,9,99,4,1,1623,7000,23,764,7099,7099,0,60,7099,100,2800,0,0
"3849",8984292,"0",2000,"DODGE","N",2,21,188,4,3,1176,3089,38,NA,34979.78,34716,1000,60,33980,99,4375,9,0
"3850",7480184,"0",2000,"NISSAN","N",1,25,135,8,5,17424,24130,72,668,23893.68,19755,500,72,23399.68,121,5000,1,0
"3851",1468941,"0",2000,"FORD","N",0,27,588,3,2,86,25250,0,781,13996,14335,1800,39,12196,85,4100,1,0
"3852",7729549,"0",0,"","N",0,33,155,6,3,20146,33300,60,704,6100,0,0,60,6100,100,6000,0,0
"3853",8150702,"1",2000,"PONT","N",0,48,211,5,0,0,11400,0,729,26479,19675,0,72,26479,136,3000,10,0
"3854",9602714,"0",1997,"CHEVY","N",0,32,132,14,13,25964,104301,25,714,12784.07,10450,0,60,11284.07,108,4256.67,34800,1
"3855",8148023,"1",1990,"CADILLAC","N",2,9,65,5,2,7482,10000,75,609,6277.95,6930,10,36,5017.95,85,4166.67,95000,1
"3856",5649653,"0",1999,"CHEV","N",7,13,128,2,1,249,463,54,690,28895,32584,1490,60,27405,87,34750,1,1
"3857",5845908,"0",1995,"FORD","N",3,21,71,9,4,8527,11912,72,512,14696,17225,0,54,14696,97,4916,41000,1
"3858",2340486,"0",2000,"CHEVY","N",0,4,24,2,1,18,2000,1,752,14790,14250,5731,66,13300,94,1291.67,15,0
"3859",3466909,"0",2000,"DODGE","N",1,14,193,6,3,2011,1103,182,684,20566.17,23475,815.58,60,21111.17,90,0,0,0
"3860",8867108,"0",2000,"SATURN","N",0,3,122,2,1,330,1000,33,746,17100,14344,0,66,17100,125,2666.67,1,0
"3861",7611306,"0",1997,"NISSAN","N",1,4,30,NA,4,1294,3299,39,649,18790,20025,0,60,18790,95,2200,28000,1
"3862",3247357,"0",2000,"DODGE","N",3,33,116,10,4,4010,6727,60,643,27894,26385,1594,60,26344,102,3500,10,0
"3863",4908196,"0",2000,"NISSAN","N",1,21,190,5,3,5787,4495,129,700,25401,26296,150,60,25918,99,7916.67,1,0
"3864",95935,"0",1999,"FORD","N",3,40,333,11,9,33273,63515,52,688,20026,20000,0,60,20026,167,8000,18000,1
"3865",8382259,"0",2000,"HONDA","N",0,13,96,NA,5,678,18082,4,746,22807,22265,3246,66,19561,88,2166.67,9,0
"3866",6135496,"1",1996,"FORD","N",2,7,139,4,1,107,3000,4,701,11647,10500,1000,60,7647,74,4000,34896,1
"3867",1056576,"0",1994,"FORD","N",1,32,280,10,2,1098,11000,10,753,15600,15600,1000,60,14600,94,5000,6000,1
"3868",2943291,"0",2000,"FORD","N",0,25,182,4,1,31,15800,0,771,33500,42255,0,36,33500,82,8750,5347,0
"3869",8220347,"1",1996,"FORD","N",6,34,322,15,5,17026,11400,149,644,15500,16500,0,36,16200,99,8333.33,69000,1
"3870",4083480,"1",1997,"CHEV","N",2,24,145,7,3,9470,10970,86,689,10752,11625,0,54,10752,102,3850,57000,1
"3871",8188983,"0",2000,"CHEVY","N",0,1,16,NA,0,0,600,0,740,30668.5,27468,0,72,27639.94,112,2000,9,0
"3872",5922104,"1",2000,"FORD","N",10,14,139,NA,2,992,2683,37,550,23400,22000,10000,36,11900,54,1800,1,0
"3873",8084759,"0",1996,"CHEV","N",0,0,3,NA,1,1204,1500,80,671,7848,7025,400,60,7448,121,3166.67,46535,1
"3874",7870060,"0",2000,"FORD","N",2,46,516,16,11,31030,51042,61,645,31731.57,30780,1435.1,63,30296.47,98,7500,11,0
"3875",7584259,"0",1999,"MITSUBISHI","N",0,10,66,4,1,231,4400,5,721,30745,29275,0,48,30745,105,2800,5982,1
"3876",1824862,"0",1999,"BUICK","N",0,31,240,5,2,2954,67248,4,749,17242,15000,0,60,17242,123,3900,37285,1
"3877",9469707,"0",2000,"CHEVY","N",0,9,240,4,3,6407,20014,32,776,29070,28670,1300,36,27770,97,7083.33,1,0
"3878",9113766,"1",1999,"FORD","N",3,23,102,3,1,3021,15921,19,666,25500,24425,4000,66,21500,97,4000,37269,1
"3879",8386437,"1",1997,"FORD","N",1,9,167,4,2,7631,8800,87,696,13780,13725,0,60,13780,113,3457,35811,1
"3880",6823323,"0",2000,"CHEVY","N",3,19,268,5,3,4279,6292,68,761,16297,14833,1500,60,13313,94,5916.67,1,0
"3881",9551681,"0",1997,"JEEP","N",3,22,366,12,9,34260,37291,92,664,17900,19625,1000,66,16900,86,5400,48000,1
"3882",6805774,"0",2000,"VW","N",0,8,66,8,4,2017,3322,61,690,18694.75,17525,1169.75,60,16725,96,1791.67,1,0
"3883",9712293,"0",1996,"CHEVY","N",0,25,368,6,4,33384,44400,75,717,20520,17500,925,66,19595,118,1700,40812,1
"3884",4726848,"0",1999,"CHEV","N",0,26,328,6,3,1191,56500,2,818,20103,21671,3633,36,16470,76,4250,1,0
"3885",5656686,"1",1997,"CHRYSLER","N",0,6,25,4,3,929,1827,51,686,14983.58,15750,0,60,14983.58,100,1300,42428,1
"3886",2216200,"0",2000,"FORD","N",1,15,197,8,3,1011,4153,24,673,22207,21655,1000,60,21207,106,2800,8,0
"3887",3058351,"0",1997,"DODGE","N",0,15,168,8,4,5588,18490,30,721,17306,14075,200,48,17106,122,2600,32144,1
"3888",4836870,"1",1998,"FORD","N",4,9,73,3,1,2325,2999,78,640,18995,20070,0,66,19500,104,4500,31347,1
"3889",9952726,"0",1995,"GMC","N",0,1,42,NA,NA,NA,NA,0,672,12622,12550,0,54,12222,109,1000,130000,1
"3890",8701756,"0",1999,"FORD","N",0,34,244,6,4,16402,69995,23,748,22450,13725,0,48,22450,164,4500,1,1
"3891",7171420,"0",1999,"PONTIAC","N",0,39,173,7,4,19094,43705,44,722,15020,12675,0,66,15020,127,2860,20681,1
"3892",5023579,"1",0,"","N",0,7,48,4,1,1536,3750,41,639,6835,0,0,60,6835,100,6875,0,0
"3893",7106126,"0",1999,"FORD","N",0,11,117,NA,1,852,28324,3,794,26461,25600,0,36,26461,107,8836,27082,1
"3894",3901611,"0",1997,"JEEP","N",0,19,64,5,3,4595,26285,17,710,16000,18000,1000,60,15000,90,5483.33,32797,1
"3895",8375703,"0",1999,"FORD","N",0,13,106,NA,NA,NA,NA,0,721,22495,22500,1700,48,20795,104,3320,12,1
"3896",1021662,"1",2000,"TOYOTA","N",0,17,188,6,5,29075,36344,80,705,27281.59,26235,0,60,27281.59,111,2416.67,42,0
"3897",7912778,"0",1999,"FORD TRUCK","N",0,17,113,16,2,14301,26300,54,705,36780,38680,3703.75,60,33076.25,86,3166.67,3726,1
"3898",9995822,"0",1999,"OLDS","N",0,5,18,NA,3,1003,1400,72,688,15500,15100,1050,66,14450,98,1500,17,1
"3899",514808,"0",1994,"INFINITI","N",0,5,51,NA,1,318,5100,6,730,12851,9960,2700,36,7406,77,2305,48000,1
"3900",8292560,"0",2000,"TOYOTA","N",0,14,163,7,4,1500,31497,5,773,28899.67,21711,2001,60,26898.67,126,2500,84,0
"3901",5286829,"0",1994,"FORD","N",NA,NA,NA,NA,NA,NA,NA,0,624,10700,10775,0,54,10700,124,4294,49000,1
"3902",6031995,"0",1996,"TOYOTA","N",0,43,229,2,1,2209,43500,5,751,23000,23000,0,36,23000,100,0,45000,1
"3903",4977694,"0",1999,"CHEV","N",1,18,115,5,2,5150,22330,23,712,32500,36729,0,42,32500,90,6016.67,1,0
"3904",7191772,"0",1997,"PONTIAC","N",0,22,127,NA,3,14424,25400,57,700,16873,14000,0,60,14373,103,2500,29000,1
"3905",2633412,"0",2000,"TOYOTA","N",0,16,379,5,3,2076,26580,8,776,15030.56,16647,0,48,15030.56,92,2666.67,75,0
"3906",4634223,"0",2000,"TOYOTA","N",0,11,78,8,2,1941,12000,16,768,29445,27593,3000,60,26445,96,3275,857,0
"3907",9695249,"1",2000,"VOLKSWAGEN","N",0,12,100,9,7,13947,36650,38,738,24077,18500,500,60,23577,132,3920,16,0
"3908",1593969,"0",2000,"CHEVY","N",2,37,143,7,2,4762,6400,74,642,37883,37883,4000,36,33883,89,7708.33,1,0
"3909",1483747,"0",1996,"CHEVY","N",0,4,58,NA,NA,NA,NA,0,709,12199,10900,850,60,11349,123,2083.33,48,1
"3910",5461696,"0",1997,"TOYOT","N",0,27,206,12,9,32259,47000,69,664,17599,17275,538.63,48,17060.37,99,3525,12,0
"3911",5694374,"1",1996,"PONTIAC","N",1,8,45,5,2,1102,1068,103,571,13809,13600,1000,48,12509,103,0,50000,1
"3912",4061946,"0",1996,"FORD","N",10,19,254,3,2,118,1625,7,686,7500,8075,2000,54,5500,91,2650,45000,1
"3913",8482376,"0",1997,"CHEV","N",2,8,49,5,2,798,2856,28,682,17000,13725,2000,60,14000,111,2333.33,16000,1
"3914",801158,"1",2000,"FORD","",0,5,38,NA,NA,9998,0,0,NA,24155,26172,10242,72,13913,57,1396,1,0
"3915",6759643,"1",2000,"TOYOTA","N",9,33,132,7,2,17577,17958,98,649,20622.83,19998,0,60,20622.83,103,5333.33,1,0
"3916",4850866,"0",1995,"NISSAN","Y",10,20,154,NA,4,1906,2126,90,655,15249,13950,2000,54,13249,105,4416.67,55000,1
"3917",3332052,"0",2000,"VOLKSWAGON","N",0,19,325,12,11,20274,55452,37,711,20274.83,24550,0,36,20274.83,84,3833.33,1,0
"3918",3764091,"0",1997,"NISSAN","N",0,15,77,5,1,4214,11100,38,673,11740,10000,0,60,11740,117,6333.34,60000,1
"3919",5943922,"0",2000,"TOYOTA","N",2,24,166,7,4,5981,35326,17,717,24970,22046,1,60,24969,113,2000,15,0
"3920",6787118,"0",2000,"MAZDA","N",0,10,120,NA,0,0,900,0,746,24296,23000,0,60,24296,107,4166.67,1,0
"3921",6950626,"0",1999,"OLDSMOBILE","N",2,35,221,10,6,26789,32954,81,608,16193,17425,0,36,16193,93,4833.33,1,1
"3922",4646642,"0",1999,"GMC","N",0,11,148,3,2,928,14315,6,813,28900,30125,0,36,28900,96,2916.67,15500,1
"3923",3969463,"1",1996,"DODGE","N",6,30,132,7,6,26536,30354,87,642,12310,12275,500,60,11810,97,2000,44000,1
"3924",3407178,"0",1996,"CHRYSLER","N",0,19,151,6,2,6200,37889,16,808,14737,13000,0,60,14737,127,7083.34,36000,1
"3925",7316938,"0",1998,"TOYOTA","N",0,21,171,9,5,6482,37400,17,751,11800,9850,6000,60,5800,60,2600,30000,1
"3926",3344264,"0",1992,"LINCOLN","N",3,23,195,8,5,7194,18337,39,680,5290.45,6300,0,30,5290.45,92,2800,106728,1
"3927",2064179,"0",1997,"HONDA","N",0,15,100,NA,4,6323,13137,48,698,17000,15200,0,60,14500,95,2000,45020,1
"3928",2299330,"0",1992,"CHEV","N",1,24,223,4,2,841,13216,6,726,8623,7850,500,48,8123,114,2083.33,56000,1
"3929",3427391,"0",1994,"LINC","N",0,27,121,6,3,1054,11329,9,727,9341,8850,0,54,9341,116,2795,68000,1
"3930",4889804,"0",2000,"PORSCHE","N",7,11,149,NA,1,250,15000,2,797,53100,52500,25047,60,28053,53,26833.33,1,0
"3931",2878490,"1",2000,"FORD","N",5,8,116,NA,NA,NA,NA,0,642,16290,16240,0,48,16290,124,1900,13,0
"3932",9629494,"0",1997,"PONTIAC","N",2,18,152,7,6,4218,17049,25,686,12200,12500,0,66,12200,98,2400,47,1
"3933",4697320,"0",2000,"SATURN","N",0,16,323,NA,8,40807,49161,83,733,17800,15965,7000,66,10800,74,7300,1,0
"3934",2255811,"0",2000,"DODGE","N",4,7,100,1,0,0,1300,0,656,17154,16200,1000,60,16154,100,1833.33,221,0
"3935",6075080,"0",1998,"HONDA","N",0,5,38,6,1,56,1500,4,721,13648,14025,2000,60,11648,86,866.66,19445,1
"3936",2897379,"1",1998,"FORD","N",0,5,144,NA,2,3161,5400,59,713,13388,14554,0,36,13388,92,3750,31793,1
"3937",174947,"0",1999,"MERC","N",0,15,197,3,2,960,14500,7,779,12322.42,15000,3000,60,9322.42,63,3500,37000,1
"3938",5100206,"0",1995,"LINCOLN","N",0,35,167,8,2,20250,46600,43,715,17022,16900,0,60,17022,102,4166.67,59071,1
"3939",3826405,"0",1998,"FORD","Y",4,24,140,4,2,3276,3022,108,719,17930,16850,0,66,17930,107,6191.67,27000,1
"3940",9600897,"0",2000,"SUZUKI","N",0,9,81,4,3,2459,12210,20,671,20084,19749,0,60,20084,102,5100,1,0
"3941",5684859,"0",1997,"JEEP","N",1,20,276,4,3,692,21092,3,717,12800,12800,2000,36,10800,88,2400,32000,1
"3942",4757838,"0",1996,"DODGE","N",7,32,263,9,4,2006,5300,38,629,18381,17000,0,54,14881,89,6833.33,61906,1
"3943",6531040,"1",0,"","N",3,22,331,6,4,6300,8123,78,557,11000,11999,0,60,11000,97,8333.33,0,0
"3944",3418609,"1",1999,"PLYMOUTH","N",1,5,75,3,0,0,300,0,660,13629,13700,0,60,13629,107,1800,29529,1
"3945",498342,"1",1999,"OLDS","",NA,NA,NA,NA,NA,NA,NA,0,NA,18313,17425,0,66,15813,97,2200,30000,1
"3946",8944745,"0",1998,"PONTIAC","N",2,11,35,3,1,392,2450,16,680,20200,18000,2200,66,19700,121,1416.67,31294,1
"3947",2821794,"0",1997,"MAZDA","Y",3,23,260,11,7,6308,9018,70,678,22485,17525,5000,60,21985,126,4000,40082,1
"3948",6832186,"0",1998,"FORD","N",3,15,158,NA,5,36640,44972,81,654,20201.83,15750,3000,36,17201.83,109,8116.66,36000,1
"3949",5263893,"0",2000,"DODGE","N",0,14,125,NA,2,6925,19920,35,726,31877,28135,0,63,31877,113,3166.67,10,0
"3950",2394265,"0",2000,"PLYMOUTH","N",0,11,75,NA,5,6422,7200,89,711,14715,14600,1000,60,13715,95,3632.85,10,0
"3951",9892265,"0",1999,"CHEVROLET","N",0,23,154,6,4,3348,34483,10,776,18661,17000,0,60,14161,84,4166.67,24000,1
"3952",4744142,"1",1997,"TOYOTA","N",6,11,243,NA,4,1052,5056,21,661,13256.42,12000,543.58,36,11437,110,1500,32000,1
"3953",4296397,"0",0,"","N",0,20,142,NA,3,11352,21763,52,740,7899,0,1000,60,6899,87,3000,0,0
"3954",5798859,"0",1999,"CHEVY","N",NA,NA,NA,NA,NA,NA,NA,0,668,26522,24000,2522,60,24700,110,5916.67,23266,1
"3955",1312437,"0",2000,"DODGE","N",2,24,113,5,2,2637,5500,48,705,32144,31725,0,60,32144,101,4700,1,0
"3956",1962047,"1",1999,"ISUZU","N",0,31,105,2,1,168,32846,1,635,29990,35640,0,60,29990,84,3000,1,1
"3957",990514,"0",1999,"CHEVY","N",0,20,308,5,3,2480,62250,4,801,24625,26300,0,60,20725,79,5000,20,1
"3958",4339462,"0",1998,"PONTIAC","N",6,13,124,1,0,0,1766,0,660,10249,9125,2000,60,8249,91,1453,25000,1
"3959",6173542,"1",1999,"FORD","N",1,7,25,NA,6,3257,4100,79,648,22000,23000,0,48,22000,96,4400,11000,1
"3960",2881301,"0",2000,"FORD","N",0,16,95,4,1,5459,9200,59,717,14500,13500,1100,66,15230,115,2400,1,0
